archivo,tipo_doc,ruta,tiempo_parseo,tiempo_obtencion_header,tiempo_llm,tiempo_total
b748fb004c074238a30ca547.pdf,image,data/docile/pdfs/b748fb004c074238a30ca547.pdf,0.030755996704101562,0.0,0.0,0.030755996704101562
b7ed11e94a6746359c9d143a.pdf,image,data/docile/pdfs/b7ed11e94a6746359c9d143a.pdf,0.011896848678588867,0.0,0.0,0.011896848678588867
bc9117df33ee48ab82df0396.pdf,image,data/docile/pdfs/bc9117df33ee48ab82df0396.pdf,0.01280832290649414,0.0,0.0,0.01280832290649414
baf24153467e4ef598e0668c.pdf,image,data/docile/pdfs/baf24153467e4ef598e0668c.pdf,0.012258529663085938,0.0,0.0,0.012258529663085938
be2d0e7b394a4153b095e3b5.pdf,image,data/docile/pdfs/be2d0e7b394a4153b095e3b5.pdf,0.014798879623413086,0.0,0.0,0.014798879623413086
fef5ba05f55743f0a8902c2f.pdf,image,data/docile/pdfs/fef5ba05f55743f0a8902c2f.pdf,0.012096405029296875,0.0,0.0,0.012096405029296875
b99d24932fc54f02af918136.pdf,image,data/docile/pdfs_ocr/b99d24932fc54f02af918136.pdf,0.011814117431640625,0.0,0.0,0.011814117431640625
ffcc5e0860f54314858dae44.pdf,image,data/docile/pdfs_ocr/ffcc5e0860f54314858dae44.pdf,0.011780500411987305,0.0,0.0,0.011780500411987305
fea9d968aa154d67950e01ad.pdf,image,data/docile/pdfs_ocr/fea9d968aa154d67950e01ad.pdf,0.011777877807617188,0.0,0.0,0.011777877807617188
b713bb6153ef414092a52286.pdf,image,data/docile/pdfs_ocr/b713bb6153ef414092a52286.pdf,0.011728525161743164,0.0,0.0,0.011728525161743164
ba159563d02447239789076a.pdf,image,data/docile/pdfs_ocr/ba159563d02447239789076a.pdf,0.012819051742553711,0.0,0.0,0.012819051742553711
f6f01752d75a483f9100377e.pdf,image,data/docile/pdfs_ocr/f6f01752d75a483f9100377e.pdf,0.012483596801757812,0.0,0.0,0.012483596801757812
f655d4e5fe2e473b8d1e052c.pdf,image,data/docile/pdfs_ocr/f655d4e5fe2e473b8d1e052c.pdf,0.013742208480834961,0.0,0.0,0.013742208480834961
bef23e6e98b54727993b342d.pdf,image,data/docile/pdfs_ocr/bef23e6e98b54727993b342d.pdf,0.012899637222290039,0.0,0.0,0.012899637222290039
ff6209106924474682ddf79e.pdf,image,data/docile/pdfs_ocr/ff6209106924474682ddf79e.pdf,0.01366114616394043,0.0,0.0,0.01366114616394043
f8298cb9762648d79ad12a72.pdf,image,data/docile/pdfs_ocr/f8298cb9762648d79ad12a72.pdf,0.012647867202758789,0.0,0.0,0.012647867202758789
ff7e1ef87a69477297591923.pdf,image,data/docile/pdfs_ocr/ff7e1ef87a69477297591923.pdf,0.012487173080444336,0.0,0.0,0.012487173080444336
b7b65c5e640d4462a2803ca7.pdf,image,data/docile/pdfs_ocr/b7b65c5e640d4462a2803ca7.pdf,0.012550830841064453,0.0,0.0,0.012550830841064453
fe4c40a8c4144b5baaea1a77.pdf,image,data/docile/pdfs_ocr/fe4c40a8c4144b5baaea1a77.pdf,0.012092113494873047,0.0,0.0,0.012092113494873047
f87bf0ba2fbd464a9158b22d.pdf,image,data/docile/pdfs_ocr/f87bf0ba2fbd464a9158b22d.pdf,0.011619329452514648,0.0,0.0,0.011619329452514648
b960f8aca90248d994b27d1d.pdf,image,data/docile/pdfs_ocr/b960f8aca90248d994b27d1d.pdf,0.012340307235717773,0.0,0.0,0.012340307235717773
fb8b5127d5524e61affe04aa.pdf,image,data/docile/pdfs_ocr/fb8b5127d5524e61affe04aa.pdf,0.012482881546020508,0.0,0.0,0.012482881546020508
fb830fa358e347f182c3aab5.pdf,image,data/docile/pdfs_ocr/fb830fa358e347f182c3aab5.pdf,0.01439976692199707,0.0,0.0,0.01439976692199707
baf237c69ad04aa2ae0eee78.pdf,image,data/docile/pdfs_ocr/baf237c69ad04aa2ae0eee78.pdf,0.011393070220947266,0.0,0.0,0.011393070220947266
bd7fd897c085464085898311.pdf,image,data/docile/pdfs_ocr/bd7fd897c085464085898311.pdf,0.011705636978149414,0.0,0.0,0.011705636978149414
b748fb004c074238a30ca547.pdf,image,data/docile/pdfs/b748fb004c074238a30ca547.pdf,564.7793560028076,0.0,0.0,564.7793560028076
b7ed11e94a6746359c9d143a.pdf,image,data/docile/pdfs/b7ed11e94a6746359c9d143a.pdf,0.013251304626464844,0.0,0.0,0.013251304626464844
